DRR242140	Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
ERR13583333	ERR13583333	NA	NODE_109_length_14725_cov_20.585259	6073	7821	+	arsA	arsenite efflux transporter ATPase subunit ArsA	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	583	583	100.00	99.14	583	AAB09626.1	arsenite efflux transporter ATPase subunit ArsA	NA	NA
ERR13583333	ERR13583333	NA	NODE_189_length_3895_cov_24.026344	1551	2747	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
ERR13583333	ERR13583333	NA	NODE_22_length_46119_cov_12.861821	4687	5817	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.00	99.20	377	WP_063610930.1	extended-spectrum class C beta-lactamase EC-15	NA	NA
ERR13583333	ERR13583333	NA	NODE_2_length_128879_cov_12.469475	120385	123486	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.00	99.61	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
ERR13583333	ERR13583333	NA	NODE_39_length_36214_cov_9.508542	1488	2360	+	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	NA	NA
ERR13583333	ERR13583333	NA	NODE_39_length_36214_cov_9.508542	7004	7657	+	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.00	100.00	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1	NA	NA
ERR13583333	ERR13583333	NA	NODE_41_length_35644_cov_11.116416	2870	7111	-	fdeC	inverse autotransporter adhesin FdeC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1414	1416	99.93	92.65	1415	ABE05822.1	inverse autotransporter adhesin FdeC	NA	NA
ERR13583333	ERR13583333	NA	NODE_57_length_28027_cov_13.772164	27	596	+	lpfA-O113	long polar fimbria major subunit LpfA-O113	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	190	190	100.00	100.00	190	AAT76975.1	long polar fimbria major subunit LpfA-O113	NA	NA
ERR13583333	ERR13583333	NA	NODE_74_length_23739_cov_9.469459	21331	21660	+	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.00	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE	NA	NA
ERR13583333	ERR13583333	NA	NODE_78_length_22385_cov_10.620389	5208	5498	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	97	97	100.00	100.00	97	BAG76115.1	increased serum survival lipoprotein Iss	NA	NA
ERR13583333	ERR13583333	NA	NODE_86_length_19618_cov_16.881244	2950	3516	+	hsp20	small heat shock protein sHSP20	plus	STRESS	HEAT	NA	NA	BLASTX	189	189	100.00	98.94	189	CDY80020.1	small heat shock protein sHSP20	NA	NA
ERR13583333	ERR13583333	NA	NODE_86_length_19618_cov_16.881244	3625	6504	+	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTX	960	949	100.00	98.85	960	ASF80763.1	heat shock survival AAA family ATPase ClpK	NA	NA
ERR13583333	ERR13583333	NA	NODE_86_length_19618_cov_16.881244	8580	9035	+	shsP	small heat shock protein sHSP20-GI	plus	STRESS	HEAT	NA	NA	BLASTX	152	152	100.00	99.34	152	ASF80771.1	small heat shock protein sHSP20-GI	NA	NA
ERR13583333	ERR13583333	NA	NODE_86_length_19618_cov_16.881244	9061	9972	+	yfdX1	heat resistance protein YfdX1	plus	STRESS	HEAT	NA	NA	EXACTX	304	304	100.00	100.00	304	APX31172.1	heat resistance protein YfdX1	NA	NA
ERR13583333	ERR13583333	NA	NODE_86_length_19618_cov_16.881244	10078	10962	+	yfdX2	heat resistance protein YfdX2	plus	STRESS	HEAT	NA	NA	BLASTX	295	295	100.00	98.98	295	ASF80766.1	heat resistance protein YfdX2	NA	NA
ERR13583333	ERR13583333	NA	NODE_86_length_19618_cov_16.881244	11055	11663	+	hdeD-GI	heat resistance membrane protein HdeD-GI	plus	STRESS	HEAT	NA	NA	BLASTX	203	203	100.00	98.52	203	APX31174.1	heat resistance membrane protein HdeD-GI	NA	NA
ERR13583333	ERR13583333	NA	NODE_86_length_19618_cov_16.881244	12881	13318	+	trxLHR	heat resistance system thioredoxin Trx-GI	plus	STRESS	HEAT	NA	NA	EXACTX	146	146	100.00	100.00	146	APX31176.1	heat resistance system thioredoxin Trx-GI	NA	NA
ERR13583333	ERR13583333	NA	NODE_86_length_19618_cov_16.881244	13325	15037	+	kefB-GI	heat resistance system K+/H+ antiporter KefB-GI	plus	STRESS	HEAT	NA	NA	BLASTX	571	571	100.00	99.47	571	APX31177.1	heat resistance system K+/H+ antiporter KefB-GI	NA	NA
ERR13583333	ERR13583333	NA	NODE_86_length_19618_cov_16.881244	15037	15531	+	psi-GI	heat resistance protein PsiE-GI	plus	STRESS	HEAT	NA	NA	BLASTX	165	165	100.00	98.18	165	APX31178.1	heat resistance protein PsiE-GI	NA	NA
ERR13583334	ERR13583334	NA	NODE_113_length_11116_cov_19.809204	6904	8652	-	arsA	arsenite efflux transporter ATPase subunit ArsA	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	583	583	100.00	99.14	583	AAB09626.1	arsenite efflux transporter ATPase subunit ArsA	NA	NA
ERR13583334	ERR13583334	NA	NODE_113_length_11116_cov_19.809204	8673	9032	-	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	120	120	100.00	98.33	120	AAB09625.1	arsenite efflux transporter metallochaperone ArsD	NA	NA
ERR13583334	ERR13583334	NA	NODE_113_length_11116_cov_19.809204	9083	9433	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	EXACTX	117	117	100.00	100.00	117	AAB09624.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
ERR13583334	ERR13583334	NA	NODE_121_length_9919_cov_20.396232	1425	4526	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.00	99.61	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
ERR13583334	ERR13583334	NA	NODE_13_length_71099_cov_18.554387	1501	5742	-	fdeC	inverse autotransporter adhesin FdeC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1414	1416	99.93	92.65	1415	ABE05822.1	inverse autotransporter adhesin FdeC	NA	NA
ERR13583334	ERR13583334	NA	NODE_166_length_3895_cov_24.303477	1551	2747	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
ERR13583334	ERR13583334	NA	NODE_178_length_2514_cov_11.907660	2167	2430	+	ariR	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	EXACTX	88	88	100.00	100.00	88	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
ERR13583334	ERR13583334	NA	NODE_1_length_232597_cov_16.804011	197	1069	+	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	NA	NA
ERR13583334	ERR13583334	NA	NODE_1_length_232597_cov_16.804011	5713	6366	+	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.00	100.00	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1	NA	NA
ERR13583334	ERR13583334	NA	NODE_46_length_35201_cov_21.146744	3488	4618	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.00	99.20	377	WP_063610930.1	extended-spectrum class C beta-lactamase EC-15	NA	NA
ERR13583334	ERR13583334	NA	NODE_61_length_28501_cov_21.841349	27709	28278	-	lpfA-O113	long polar fimbria major subunit LpfA-O113	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	190	190	100.00	100.00	190	AAT76975.1	long polar fimbria major subunit LpfA-O113	NA	NA
ERR13583334	ERR13583334	NA	NODE_70_length_23938_cov_15.336046	21540	21869	+	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.00	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE	NA	NA
ERR13583334	ERR13583334	NA	NODE_71_length_23206_cov_17.660146	1583	1873	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	97	97	100.00	100.00	97	BAG76115.1	increased serum survival lipoprotein Iss	NA	NA
ERR13583334	ERR13583334	NA	NODE_82_length_18396_cov_25.027054	3460	3954	-	psi-GI	heat resistance protein PsiE-GI	plus	STRESS	HEAT	NA	NA	BLASTX	165	165	100.00	98.18	165	APX31178.1	heat resistance protein PsiE-GI	NA	NA
ERR13583334	ERR13583334	NA	NODE_82_length_18396_cov_25.027054	3954	5666	-	kefB-GI	heat resistance system K+/H+ antiporter KefB-GI	plus	STRESS	HEAT	NA	NA	BLASTX	571	571	100.00	99.47	571	APX31177.1	heat resistance system K+/H+ antiporter KefB-GI	NA	NA
ERR13583334	ERR13583334	NA	NODE_82_length_18396_cov_25.027054	5673	6110	-	trxLHR	heat resistance system thioredoxin Trx-GI	plus	STRESS	HEAT	NA	NA	EXACTX	146	146	100.00	100.00	146	APX31176.1	heat resistance system thioredoxin Trx-GI	NA	NA
ERR13583334	ERR13583334	NA	NODE_82_length_18396_cov_25.027054	7328	7936	-	hdeD-GI	heat resistance membrane protein HdeD-GI	plus	STRESS	HEAT	NA	NA	BLASTX	203	203	100.00	98.52	203	APX31174.1	heat resistance membrane protein HdeD-GI	NA	NA
ERR13583334	ERR13583334	NA	NODE_82_length_18396_cov_25.027054	8029	8913	-	yfdX2	heat resistance protein YfdX2	plus	STRESS	HEAT	NA	NA	BLASTX	295	295	100.00	98.98	295	ASF80766.1	heat resistance protein YfdX2	NA	NA
ERR13583334	ERR13583334	NA	NODE_82_length_18396_cov_25.027054	9019	9930	-	yfdX1	heat resistance protein YfdX1	plus	STRESS	HEAT	NA	NA	EXACTX	304	304	100.00	100.00	304	APX31172.1	heat resistance protein YfdX1	NA	NA
ERR13583334	ERR13583334	NA	NODE_82_length_18396_cov_25.027054	9956	10411	-	shsP	small heat shock protein sHSP20-GI	plus	STRESS	HEAT	NA	NA	BLASTX	152	152	100.00	99.34	152	ASF80771.1	small heat shock protein sHSP20-GI	NA	NA
ERR13583334	ERR13583334	NA	NODE_82_length_18396_cov_25.027054	12487	15366	-	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTX	960	949	100.00	98.85	960	ASF80763.1	heat shock survival AAA family ATPase ClpK	NA	NA
ERR13583334	ERR13583334	NA	NODE_82_length_18396_cov_25.027054	15475	16041	-	hsp20	small heat shock protein sHSP20	plus	STRESS	HEAT	NA	NA	BLASTX	189	189	100.00	98.94	189	CDY80020.1	small heat shock protein sHSP20	NA	NA
ERR13583336	ERR13583336	NA	NODE_104_length_6282_cov_14.600679	4492	4911	-	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
ERR13583336	ERR13583336	NA	NODE_104_length_6282_cov_14.600679	4950	5222	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
ERR13583336	ERR13583336	NA	NODE_104_length_6282_cov_14.600679	5239	5586	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
ERR13583336	ERR13583336	NA	NODE_104_length_6282_cov_14.600679	5658	6089	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
ERR13583336	ERR13583336	NA	NODE_106_length_6092_cov_8.547806	1915	2178	-	ariR	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	BLASTX	88	88	100.00	97.73	88	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
ERR13583336	ERR13583336	NA	NODE_10_length_134091_cov_13.558959	125766	128867	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.00	99.42	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
ERR13583336	ERR13583336	NA	NODE_112_length_5019_cov_8.531098	2739	3611	-	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	NA	NA
ERR13583336	ERR13583336	NA	NODE_114_length_4667_cov_19.750876	869	2071	+	tet(B)	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	401	401	100.00	100.00	401	WP_001089068.1	tetracycline efflux MFS transporter Tet(B)	NA	NA
ERR13583336	ERR13583336	NA	NODE_115_length_4583_cov_16.401873	111	944	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
ERR13583336	ERR13583336	NA	NODE_115_length_4583_cov_16.401873	947	1747	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
ERR13583336	ERR13583336	NA	NODE_115_length_4583_cov_16.401873	1811	2623	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043265.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
ERR13583336	ERR13583336	NA	NODE_117_length_4380_cov_14.573931	1044	3923	+	sat	serine protease autotransporter toxin Sat	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	960	1295	74.13	99.69	960	CAE55775.1	serine protease autotransporter toxin Sat	NA	NA
ERR13583336	ERR13583336	NA	NODE_12_length_100812_cov_12.665267	79270	81525	-	parC_S80I	Escherichia quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	752	752	100.00	99.87	752	WP_001281881.1	DNA topoisomerase IV subunit A ParC	NA	NA
ERR13583336	ERR13583336	NA	NODE_12_length_100812_cov_12.665267	89059	90948	-	parE_L416F	Escherichia quinolone resistant ParE	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	630	630	100.00	99.52	630	WP_033554192.1	DNA topoisomerase IV subunit B ParE	NA	NA
ERR13583336	ERR13583336	NA	NODE_140_length_2383_cov_10.503065	100	540	-	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	PARTIALX	147	210	70.00	100.00	147	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3	NA	NA
ERR13583336	ERR13583336	NA	NODE_140_length_2383_cov_10.503065	681	1508	-	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	276	276	100.00	100.00	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	NA	NA
ERR13583336	ERR13583336	NA	NODE_140_length_2383_cov_10.503065	1642	2193	-	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.00	100.00	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	NA	NA
ERR13583336	ERR13583336	NA	NODE_146_length_1711_cov_18.178660	1106	1576	+	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_001389366.1	trimethoprim-resistant dihydrofolate reductase DfrA17	NA	NA
ERR13583336	ERR13583336	NA	NODE_33_length_52016_cov_14.200512	14956	16086	-	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	plus	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	377	377	100.00	100.00	377	AAZ85965.1	cephalosporin-hydrolyzing class C beta-lactamase EC-5	NA	NA
ERR13583336	ERR13583336	NA	NODE_36_length_42672_cov_10.317502	30650	32449	+	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	600	600	100.00	99.50	600	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	NA	NA
ERR13583336	ERR13583336	NA	NODE_36_length_42672_cov_10.317502	32439	34238	+	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	600	600	100.00	99.67	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	NA	NA
ERR13583336	ERR13583336	NA	NODE_43_length_38091_cov_10.461702	34502	34831	+	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.00	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE	NA	NA
ERR13583336	ERR13583336	NA	NODE_56_length_27477_cov_12.201183	14304	18551	-	fdeC	inverse autotransporter adhesin FdeC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1416	1416	100.00	99.58	1416	ABE05822.1	inverse autotransporter adhesin FdeC	NA	NA
ERR13583336	ERR13583336	NA	NODE_5_length_157489_cov_10.306011	111656	114280	+	gyrA_D87N	Escherichia quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	875	878	99.66	98.74	875	WP_001281243.1	DNA gyrase subunit A GyrA	NA	NA
ERR13583336	ERR13583336	NA	NODE_5_length_157489_cov_10.306011	111656	114280	+	gyrA_S83L	Escherichia quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	875	878	99.66	98.74	875	WP_001281243.1	DNA gyrase subunit A GyrA	NA	NA
ERR13583336	ERR13583336	NA	NODE_66_length_21611_cov_10.190777	9503	9934	-	marR_S3N	Escherichia ampicillin/chloramphenicol/quinolone/rifampin/tetracycline resistant MarR	core	AMR	POINT	MULTIDRUG	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE	POINTX	144	144	100.00	97.92	144	WP_000843414.1	transcriptional regulator MarR	NA	NA
ERR13583336	ERR13583336	NA	NODE_69_length_19201_cov_14.936708	357	641	-	papA	P fimbria major subunit PapA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	95	185	51.89	87.50	96	CAA43562.1	P fimbria major subunit PapA	NA	NA
ERR13583336	ERR13583336	NA	NODE_69_length_19201_cov_14.936708	10324	12045	+	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	574	576	100.00	98.61	576	EGI25746.1	aerobactin synthase IucA	NA	NA
ERR13583336	ERR13583336	NA	NODE_69_length_19201_cov_14.936708	12049	12993	+	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	315	315	100.00	99.37	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB	NA	NA
ERR13583336	ERR13583336	NA	NODE_69_length_19201_cov_14.936708	12996	14735	+	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	580	580	100.00	99.14	580	AAN82073.1	NIS family aerobactin synthetase IucC	NA	NA
ERR13583336	ERR13583336	NA	NODE_69_length_19201_cov_14.936708	14735	16009	+	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	425	445	95.51	97.65	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD	NA	NA
ERR13583336	ERR13583336	NA	NODE_69_length_19201_cov_14.936708	16106	18292	+	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	729	731	99.73	89.71	729	AAN45165.2	ferric aerobactin receptor IutA	NA	NA
ERR13583336	ERR13583336	NA	NODE_79_length_15653_cov_12.465317	10789	14916	+	vactox	vacuolating autotransporter toxin Vat	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1376	1376	100.00	99.56	1376	CAD66214.1	vacuolating autotransporter toxin Vat	NA	NA
ERR13583336	ERR13583336	NA	NODE_83_length_13494_cov_15.158940	4439	7510	+	hlyA-alpha	RTX toxin hemolysin HlyA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1024	1024	100.00	96.68	1024	CAQ77251.1	RTX toxin hemolysin HlyA	NA	NA
ERR13583336	ERR13583336	NA	NODE_88_length_10722_cov_14.451003	1050	2222	-	senB	enterotoxin production-related protein TieB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	391	391	100.00	100.00	391	AAZ89288.1	enterotoxin production-related protein TieB	NA	NA
ERR13583336	ERR13583336	NA	NODE_8_length_139497_cov_14.909726	48857	50245	-	uhpT_E350Q	Escherichia fosfomycin resistant UhpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	463	463	100.00	99.78	463	WP_000879194.1	hexose phosphate transporter UhpT	NA	NA
ERR13583336	ERR13583336	NA	NODE_8_length_139497_cov_14.909726	56458	57645	+	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	396	396	100.00	99.24	396	EFF04178.1	multidrug efflux MFS transporter EmrD	NA	NA
ERR13583336	ERR13583336	NA	NODE_90_length_9424_cov_9.434745	8425	9282	-	aac(3)-IIe	aminoglycoside N-acetyltransferase AAC(3)-IIe	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.00	100.00	286	WP_000557452.1	aminoglycoside N-acetyltransferase AAC(3)-IIe	NA	NA
ERR13583337	ERR13583337	NA	NODE_112_length_12961_cov_11.747862	1230	3119	-	parE_S458A	Escherichia quinolone resistant ParE	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	630	630	100.00	99.68	630	WP_033554192.1	DNA topoisomerase IV subunit B ParE	NA	NA
ERR13583337	ERR13583337	NA	NODE_120_length_11424_cov_12.303400	527	958	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
ERR13583337	ERR13583337	NA	NODE_120_length_11424_cov_12.303400	1030	1377	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
ERR13583337	ERR13583337	NA	NODE_120_length_11424_cov_12.303400	1394	1666	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
ERR13583337	ERR13583337	NA	NODE_120_length_11424_cov_12.303400	1705	2124	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
ERR13583337	ERR13583337	NA	NODE_120_length_11424_cov_12.303400	8136	8972	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
ERR13583337	ERR13583337	NA	NODE_120_length_11424_cov_12.303400	8969	9313	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
ERR13583337	ERR13583337	NA	NODE_120_length_11424_cov_12.303400	9480	10268	-	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206317.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NA	NA
ERR13583337	ERR13583337	NA	NODE_120_length_11424_cov_12.303400	10364	10834	-	dfrA1	trimethoprim-resistant dihydrofolate reductase DfrA1	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_000777555.1	trimethoprim-resistant dihydrofolate reductase DfrA1	NA	NA
